"id","author_last","author_first","author_full_name","title","publisher","publication_year","height_cm","width_cm","depth_cm","binding","page_count","edition_printrun","isbn_asin","editor","contributors","is_signed_inscribed","designer","description","artist_url","publisher_url","collection_grouping","tags","classification","bisac","lcc","location","accession_no","featured","image_url","price","weight_g","language","num_images","notes","custom_page_url","cataloged_date"
"10011","Bennett","J.W.","J.W. Bennett, W.A. Hobart, J.B. Spitzer","Intelligence and Cryptanalytic Activities of the Japanese During World War II, Volume 1","Aegean Park Press","1986",,,,"Paperback",,,"9780894121333",,,"false",,"<p>This is the published edition of a 1945 U.S. Army intelligence study. It was declassified decades later and issued commercially as the first of a multi-volume Aegean Park Press set. The set documents how Japan's intelligence services were organized and how well, or badly, they read Allied communications during the Second World War.</p><p class=""mt-6"">The report was compiled by the Military Intelligence Service of the War Department General Staff, known as MIS/WDGS. It was later declassified by the National Security Agency under its Special Research History series, as SRH-254. This first volume, subtitled The Japanese Intelligence System, MIS/WDGS, covers the organization and operating methods of Japan's wartime intelligence apparatus. A companion volume in the set addresses Japanese cryptanalytic activity specifically.</p><p class=""mt-6"">Aegean Park Press, a Laguna Hills, California publisher that specialized in reprinting declassified cryptologic and intelligence material, issued the volume in 1986. Authorship is credited to J.W. Bennett, W.A. Hobart, and J.B. Spitzer, the U.S. Army officers who compiled the original 1945 study.</p>",,,"Cryptology","Signals Intelligence, World War II, Military History, Espionage, Cryptanalysis","Declassified Report",,,"Hudson Street Library, NYC","2026-09-02",,,,,"English",,"Originally compiled in 1945 as a U.S. Army Military Intelligence Service (MIS/WDGS) study; declassified by the National Security Agency under its SRH (Special Research History) series as SRH-254, then published commercially by Aegean Park Press. This is Volume 1 of the set, titled The Japanese Intelligence System. Two ISBNs are recorded for this Aegean Park Press edition: 9780894121333 (softcover) and 9780894121340 (hardcover); this record follows the softcover.",,
"10012","Skillen","Hugh","Hugh Skillen","The Enigma Symposium 1994","Hugh Skillen","1994","30",,,"Paperback","119","1st","9780951519059","Hugh Skillen",,"false",,"<p>Hugh Skillen's self-published record documents the second annual Enigma Reunion, a gathering of Bletchley Park and Y Service veterans held in Bedford in 1994. It collects their personal accounts of Britain's wartime signals intelligence work alongside Skillen's own commentary and documentation.</p><p class=""mt-6"">Skillen edited and issued a volume from each of these reunions through the 1990s and into the early 2000s. This one runs to roughly 119 pages: six of front matter plus 113 pages of text, with 26 pages of illustrations, diagrams, and photographs. Few libraries hold it, and this record is built largely from booksellers' physical descriptions rather than a library catalogue entry.</p><p class=""mt-6"">Skillen was himself a Y Service veteran and a trained linguist who worked in wartime signals intelligence. After the war he returned to teaching French at Harrow County School for Boys. In later life he devoted himself to recording the wartime work of his Bletchley Park and Y Service colleagues. He self-published this symposium series from his home in Pinner, Middlesex, alongside book-length histories including Spies of the Airwaves.</p>",,,"Cryptology","Enigma, Signals Intelligence, World War II, Military History","Periodical",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/skillen_hugh_the-enigma-symposium-1994_9780951519059.jpg",,,"English",,"Self-published by Hugh Skillen from Pinner, Middlesex, and printed by Create Publishing Services, Bath. Documents the second annual Enigma Reunion, held in Bedford in 1994. WorldCat records only two holding libraries. Two other Skillen symposium volumes (1995 and 1999) are separate catalogue entries; this record covers the 1994 volume only. Subjects (LOC): World War, 1939-1945 -- Secret service -- Great Britain -- Congresses; Electronic intelligence -- Great Britain -- Congresses; Cryptography -- Congresses.",,
"10013","Skillen","Hugh","Hugh Skillen","The Enigma Symposium 1995","Hugh Skillen","1995",,,,"Paperback","164",,,,,,,"<p>The Enigma Symposium 1995 is the self-published proceedings of the third Enigma Reunion, convened and printed by Hugh Skillen in a small run at Pinner, Middlesex.</p><p class=""mt-6"">The 164-page volume, issued with illustrated green card covers and an eight-page preliminary section, collects the personal wartime accounts of Bletchley Park and Y Service veterans who worked in Allied signals intelligence during the Second World War. As with Skillen's other symposium volumes, the material is firsthand testimony gathered from reunion attendees rather than formal scholarship.</p><p class=""mt-6"">Skillen served in the Intelligence Corps during the war and later wrote a self-published trilogy on the Army's Y Service (Spies of the Airwaves, 1989; Knowledge Strengthens the Arm, 1990; Enigma and Its Achilles Heel, 1992) before organizing the annual Enigma Reunions and publishing their proceedings himself through the 1990s.</p>",,,"Cryptology","Enigma, Signals Intelligence, World War II, Military History, Codes and Ciphers","Periodical",,,"Hudson Street Library, NYC","2026-09-02",,,,,"English",,"Report of the third Enigma Reunion; one of Skillen's self-published Enigma Symposium volumes, which also cover 1992, 1994, 1997, 1998, and 1999. No ISBN was located for this edition; small self-published print run with thin library/bookseller records.",,
"10014","Skillen","Hugh","Hugh Skillen","The Enigma Symposium 1999","Hugh Skillen","1999",,,,"Paperback","210",,"9780953133017",,,,,"<p>The Enigma Symposium 1999 is Hugh Skillen's self-published record of the sixth Enigma Reunion, issued as an oversized softcover with glossy green covers.</p><p class=""mt-6"">Running to 210 pages, it continues the format of Skillen's earlier symposium volumes: firsthand wartime testimony from veterans of Bletchley Park and the Y Service's signals intelligence work, illustrated throughout with black-and-white photographs. A color photograph near the front of the book shows the author and fellow veterans at the Imperial War Museum in 1997.</p><p class=""mt-6"">Skillen, a former Intelligence Corps officer, wrote the trilogy Spies of the Airwaves (1989), Knowledge Strengthens the Arm (1990), and Enigma and Its Achilles Heel (1992) documenting the Army's Y Service before turning to the Enigma Reunions, which he convened and published proceedings for annually through the 1990s.</p>",,,"Cryptology","Enigma, Signals Intelligence, World War II, Military History, Codes and Ciphers","Periodical",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/skillen_hugh_the-enigma-symposium-1999_9780953133017.jpg",,,"English",,"Report of the sixth Enigma Reunion; one of Skillen's self-published Enigma Symposium volumes, which also cover 1992, 1994, 1995, 1997, and 1998. Small self-published print run with thin library/bookseller records.",,
"10015","Weber","Ralph E.","Ralph E. Weber","Masked Dispatches: Cryptograms and Cryptology in American History, 1775-1900","Center for Cryptologic History, National Security Agency","1993",,,,"Paperback","227","3rd edition (2013)",,,"David W. Gaddy (Foreword)",,,"<p>Masked Dispatches: Cryptograms and Cryptology in American History, 1775-1900 is a National Security Agency history of American cryptology before the twentieth century, written by Ralph E. Weber with a foreword by David W. Gaddy. It is Volume 1 of the NSA Center for Cryptologic History's United States Cryptologic History, Series I: Pre-World War I, first published in 1993 and later reissued, including a third edition in 2013.</p><p class=""mt-6"">The 227-page volume traces American cryptography from the Continental Congress's United Colonies' Cipher through the coded diplomatic and Civil War-era correspondence of the nineteenth century, drawing on the papers of figures including James Lovell and State Department codebook author John Haswell. It covers the period before wireless communication, when codes and ciphers moved by messenger and handwritten correspondence rather than electronic transmission.</p><p class=""mt-6"">Weber was professor emeritus of history at Marquette University and worked on deciphering coded material in the papers of Presidents John Adams and Woodrow Wilson. Gaddy, who contributed the foreword, was a charter member of the Senior Cryptologic Executive Service. The book is distributed free by the NSA's Center for Cryptologic History and is available as a PDF from the agency.</p>",,"https://media.defense.gov/2021/Jul/13/2002761507/-1/-1/0/MASKED_DISPATCHES.PDF","Cryptology","Cryptography, Codes and Ciphers, Military History, NSA, Reference","Declassified Report",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/weber_ralph_e_masked-dispatches-cryptograms-and-cryptology-in-am.jpg",,,"English",,"United States Cryptologic History, Series I: Pre-World War I, Volume 1. First published 1993; reissued in later printings including a third edition in 2013. The original NSA edition carries no ISBN; commercial reprint editions exist under separate ISBNs (e.g. 9781478356271, 9781780390086) from third-party reprint publishers, which are not the edition described in this record. A cryptobooks.org bibliography entry (bookid 221) initially listed Gaddy and Weber as joint co-authors; the title page transcribed on Internet Archive (archive.org/details/masked_dispatches_vol_1) confirms Weber as sole author with Gaddy credited for the foreword, and this record follows that title-page attribution.",,
"10016","Parker","Frederick D.","Frederick D. Parker","A Priceless Advantage: U.S. Navy Communications Intelligence and the Battles of Coral Sea, Midway, and the Aleutians","Center for Cryptologic History, National Security Agency","1993",,,,"Paperback",,"2nd edition (2011); reissued 2017",,,,,,"<p>A Priceless Advantage: U.S. Navy Communications Intelligence and the Battles of Coral Sea, Midway, and the Aleutians documents how Navy codebreaking shaped three Pacific campaigns of 1942. Frederick D. Parker wrote it for the NSA's Center for Cryptologic History. It is Volume 5 of the agency's United States Cryptologic History, Series IV: World War II. The NSA first published it in 1993, revised it in a second edition in 2011, and reissued it in 2017 for the seventy-fifth anniversary of Midway.</p><p class=""mt-6"">Parker draws on surviving COMINT records held by NSA, the military services, and the National Archives. He shows how communications intelligence helped Admiral Chester W. Nimitz, Commander in Chief of the Pacific Fleet. The report calls it a ""priceless advantage"" in the battles of Coral Sea and Midway. Parker also covers the Aleutians campaign, an episode he notes other historians have often left out, and describes one instance where COMINT was available to a task force commander but went unused.</p><p class=""mt-6"">Parker served in the U.S. Marine Corps in 1943-45 and 1950-52. He held a B.S. from Georgetown University's School of Foreign Service. He retired from NSA in 1984 after thirty-two years of service. Afterward he continued the work as a volunteer and reemployed annuitant at the Center for Cryptologic History, where he also wrote on Navy communications intelligence in the Pearl Harbor period.</p>",,"https://www.nsa.gov/about/cryptologic-heritage/historical-figures-publications/publications/wwii/assets/files/priceless_advantage.pdf","Cryptology","Signals Intelligence, Cryptanalysis, World War II, Military History, NSA","Declassified Report",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/parker_frederick_d_a-priceless-advantage-us-navy-communications-intel.jpg",,,"English",,"United States Cryptologic History, Series IV: World War II, Volume 5. First published 1993; second edition 2011; reissued 2017 for the 75th anniversary of the Battle of Midway. The original NSA edition carries no ISBN; a commercial CreateSpace reprint exists under ISBN 9781511695442, which is not the edition described in this record.",,
"10017","NA","VA","National Cryptologic Museum","The National Cryptologic Museum Activities Book: Codes, Ciphers, and Puzzles","Center for Cryptologic History","1996",,,,,"22",,,,,,,"<p>A 22-page activity booklet produced in 1996 by the NSA's Center for Cryptologic History, issued in connection with the National Cryptologic Museum at Fort George G. Meade, Maryland.</p><p class=""mt-6"">The booklet presents a set of cipher and puzzle exercises for museum visitors, covering basic substitution and transposition techniques rather than offering a history or reference text. No individual author or compiler is credited; it was produced as an institutional publication of the Center for Cryptologic History, the NSA office that also oversees the museum's historical and library holdings.</p>",,,"Cryptology","Puzzles, Codes and Ciphers, NSA, Cryptography","Ephemera",,,"Hudson Street Library, NYC","2026-09-02",,,,,"English",,"Corporate publication of the NSA Center for Cryptologic History; no ISBN or individual author found in library or bookseller records checked.",,
"10018","Levine","Jack","Jack Levine","United States Cryptographic Patents, 1861-1989","Cryptologia","1991",,,,,"115","2nd edition","9780961056018",,,,,"<p>United States Cryptographic Patents, 1861-1989 is a 115-page reference work compiled by Jack Levine. It lists every U.S. patent granted for cryptographic devices and methods across more than a century, from an 1861 telegraph-register patent through patents issued in the late 1980s.</p><p class=""mt-6"">The patents are arranged in two separate sequences: one in chronological order by patent date, and a second alphabetical by inventor. The volume works either as a timeline of cryptographic invention or as a lookup tool for a specific patent holder. A number of entries are illustrated with drawings of the cipher machines and devices described in the patents. This is a second, expanded edition, superseding a shorter 1983 printing that covered patents only through 1981.</p><p class=""mt-6"">Levine was a mathematician at North Carolina State University whose research spanned differential geometry, combinatorics, and tensor analysis. He also had a sustained interest in cryptology, publishing a four-volume study of pattern word lists used in cryptanalysis and contributing regularly to Cryptologia, the journal that issued this volume. His papers, including his cryptographic patent research, are held by the NC State University Libraries.</p>",,,"Cryptology","Cryptography, Reference, Patents","Monograph",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/levine_jack_united-states-cryptographic-patents-1861-1989_9780961056018.jpg",,,"English",,"Second, expanded edition of Levine's cryptographic patent bibliography, covering patents through 1989; an earlier 80-page edition covering only 1861-1981 was co-authored with Louis Kruh and published in 1983.",,
"10019","Parkinson","Richard","Richard Parkinson","Cracking Codes: The Rosetta Stone and Decipherment","British Museum Press","1999",,,,"Paperback","208","First edition","9780714119168",,"Whitfield Diffie (Contributor); Mary Fischer (Contributor); R. S. Simpson (Contributor)",,,"<p>Published by the British Museum Press in 1999, Cracking Codes accompanied an exhibition at the British Museum marking the two-hundredth anniversary of the Rosetta Stone's discovery. Richard Parkinson, then Assistant Keeper in the museum's Department of Egyptian Antiquities, wrote the book. It traces how the stone's parallel inscriptions in hieroglyphic, demotic, and Greek were used to unlock the Egyptian scripts.</p><p class=""mt-6"">The 208-page book follows the competing efforts of Thomas Young and Jean-Francois Champollion to read the stone. It then widens out to the social and practical uses of writing in ancient Egypt, the relationship between hieroglyphs and pictorial art, and related decipherment cases including Linear B and Meroitic script. A selective catalogue of the exhibition's objects runs alongside the main text, with contributions from Whitfield Diffie, Mary Fischer, and R. S. Simpson.</p><p class=""mt-6"">Parkinson worked in the British Museum's Department of Ancient Egypt and Sudan for more than two decades. Alongside that curatorial work, he published widely on Middle Kingdom literature and Egyptian poetry.</p>",,,"Cryptology","Codes and Ciphers, Decipherment, Reference","Monograph",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/parkinson_richard_cracking-codes-the-rosetta-stone-and-decipherment_9780714119168.jpg",,,"English",,,,
"10020","Melton","H. Keith","H. Keith Melton, Vladimir Alekseenko","The Secret History of KGB Spy Cameras: 1945-1995","Schiffer Publishing, Ltd.","2018",,,,"Hardcover","192",,"9780764356162",,"Michael M. Hasco (Contributor); Detlev Vreisleben (Contributor)",,,"<p>The Secret History of KGB Spy Cameras: 1945-1995, published by Schiffer Publishing in 2018, traces the development and field use of Soviet subminiature cameras built for espionage. It was written by intelligence historian H. Keith Melton together with Lt. Col. Vladimir Alekseenko, a career KGB technical intelligence officer who worked in Soviet stations across Europe and the United States. Alekseenko provided operational and technical support, including protection against eavesdropping on Soviet missions, and camera collectors Michael M. Hasco and Detlev Vreisleben contributed additional material.</p><p class=""mt-6"">Across 192 pages and more than 400 photographs, the book covers over ninety camera systems used by the KGB and, to a lesser extent, the GRU. These were used for copying documents, conducting surveillance, and compromising targets. A glossary at the end catalogues KGB and GRU photographic and optical systems and equipment terminology. Alekseenko died of cancer as the book was being completed, so the account draws on the direct testimony of an officer who used this equipment operationally.</p><p class=""mt-6"">Melton is an intelligence historian and a founding board member of the International Spy Museum in Washington, D.C. He has written extensively on clandestine technology and Cold War tradecraft, and the same author team followed this book with a companion volume on Stasi spy cameras.</p>",,"https://schifferbooks.com/the-secret-history-of-kgb-spy-cameras-1945a-1995-6520.html","Cryptology","Espionage, Surveillance, Military History, Cold War","Monograph",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/melton_h_keith_the-secret-history-of-kgb-spy-cameras-1945-1995_9780764356162.jpg",,,"English",,,,
"10021","Johnson","Bud","Bud Johnson","Break the Code: Cryptography for Beginners","Dover Publications","1997",,,,"Paperback","71",,"9780486291468",,"Larry Daste (Illustrator)",,,"<p>Break the Code: Cryptography for Beginners is a Dover instructional activity book that teaches six basic cipher techniques through step-by-step examples aimed at young and first-time readers.</p><p class=""mt-6"">The book walks through simple letter grouping, reverse trail, shift code, key word code, date shift code, and twisted path code, each explained in plain terms and followed by practice messages for the reader to encode and decode; 51 practice messages appear across the book, illustrated with cartoons by Larry Daste. A glossary of cryptographic terms, a sheet of reproducible graph paper, and ready-made cipher alphabets round out the material, with solutions printed at the back.</p><p class=""mt-6"">Dover published it in 1997 as a ""Dover Original,"" 71 pages (Z103.J65 1997; OCLC 36817271). Little else about Bud Johnson's career is documented; publisher copy describes him as a former military cryptographer, though that claim could not be independently verified here.</p>",,,"Cryptology","Cryptography, Codes and Ciphers, Puzzles, Children's Books","Manual",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/johnson_bud_break-the-code-cryptography-for-beginners_9780486291468.jpg",,,"English",,"Marketed as a ""Dover Original"" in period listings and library records; searches for an earlier edition under a different imprint (the hypothesis in the research assignment) turned up no evidence, so it appears to be a first edition from Dover rather than a reissue. Subjects (LOC): Cryptography.",,
"10022","Charrett","Sheldon","Sheldon Charrett","Identity, Privacy, and Personal Freedom: Big Brother vs. the New Resistance","Paladin Press","1999",,,,"Paperback","225",,"9781581600421",,,,,"<p>Identity, Privacy, and Personal Freedom: Big Brother vs. the New Resistance is a 1999 instructional manual from Paladin Press on reducing a person's exposure to government and institutional tracking through everyday identification and record systems.</p><p class=""mt-6"">Sheldon Charrett covers the Social Security card and other identification documents, along with practical steps for handling mail, telephone service, internet access, banking, employment, and marriage records with less traceable identifying information. Library of Congress subject headings for the book include forgeries, identification cards, and right of privacy (LCCN 00268414).</p><p class=""mt-6"">Paladin Press, based in Boulder, Colorado, published manuals on personal freedom, self-reliance, and related practical-skills subjects for a specialist mail-order and retail readership from 1970 until it closed in 2018. Charrett's related title, The Modern Identity Changer (Paladin Press, 1997), covers overlapping ground on constructing a new identity.</p>",,,"Cryptology","Privacy, Surveillance, Reference","Manual",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/charrett_sheldon_identity-privacy-and-personal-freedom-big-brother_9781581600421.jpg",,,"English",,"A related title by the same author and publisher, The Modern Identity Changer (Paladin Press, 1997, ISBN 9780873649469), covers overlapping subject matter; the two are distinct books, not variant editions of one another. A print-on-demand-looking reprint ISBN (9781984043580, dated September 1999) surfaced in one retailer listing; it was not independently confirmed and is not used here. Subjects (LOC): Forgeries; Identification cards; Right of privacy.",,
"10023","Smith","Robert Ellis","Robert Ellis Smith","Compilation of State and Federal Privacy Laws","Privacy Journal",,,,,,,"unresolved — a serially updated compilation with many editions confirmed (1976, 1977, 1978, 1981, 1992, 1997, 2000, 2002, 2003, and a 2013 edition with a 2018 supplement); which edition/printing this record describes could not be established",,,,,,"<p>Compilation of State and Federal Privacy Laws is a serially updated legal reference published by Privacy Journal. It gathers federal and state statutes that touch on personal privacy into a single volume.</p><p class=""mt-6"">Editions were issued roughly every few years starting in 1975. The first compilation listed about 50 privacy laws; later editions tracked the subject's growth, reaching roughly 200 laws by 1976, 500 by 1984, 600 by 1988, and over 1,000 by 1997. Editions are organized by subject heading, covering areas such as credit reporting, government records, and workplace and genetic testing, with appendices of representative statutes. Later editions added a supplement rather than a full reprint, including a 2013 edition with a 2018 supplement. This record could not establish which specific edition or printing is being described; the edition field is left unresolved rather than guessed.</p><p class=""mt-6"">Robert Ellis Smith (1940-2018) was a lawyer and journalist. He founded and edited the Privacy Journal newsletter starting in 1974, and the Compilation was one of his signature ongoing publications alongside it. He continued to edit successive editions of the Compilation for more than 40 years.</p>",,,"Cryptology","Privacy, Reference, Law","Periodical",,,"Hudson Street Library, NYC","2026-09-02",,,,,"English",,"This is a serial reference work reissued in many editions; no ISBN, year, page count, or edition number is asserted here because the specific copy/edition was not established. If the physical copy on hand has a visible copyright year or edition statement, that should be checked against the shelf book and this record updated before publishing.",,
"10024","Williams","John","John J. Williams","The Ultimate Cellular Phone Security Manual","Consumertronics",,,,,,,,,,,,,"<p>A mail-order technical manual on cellular telephone security from Consumertronics, the New Mexico publisher run by John J. Williams that supplied the 1980s and 1990s electronic-countermeasures underground.</p><p class=""mt-6"">No catalogue record for this exact title was found in OpenLibrary, the Library of Congress or WorldCat. Consumertronics documented a closely related Williams title, <em>Cellular &amp; Cordless Guide</em>, covering analog-era cloning and reprogramming, ESN and MIN data, scanning and monitoring, and countermeasures under the Electronic Communications Privacy Act. Whether the manual held here is that book under another name or a separate publication has not been established; the title page of the copy on the shelf would settle it.</p><p class=""mt-6"">Williams ran Consumertronics from New Mexico from the early 1980s into the 2000s, issuing manuals on telephone systems, cellular fraud, computer file security and related electronics. The company sold directly by post and advertised in the hobbyist and survivalist press, outside the trade channels that produce library records, which is why its output is documented so unevenly. Its cellular titles belong to the analog era, before digital and encrypted standards closed off the monitoring these manuals described.</p>",,,"Cryptology","Privacy, Surveillance, Reference","Manual",,,"Hudson Street Library, NYC","2026-09-02",,,,,"English",,"The exact title ""The Ultimate Cellular Phone Security Manual"" could not be confirmed in OpenLibrary, WorldCat, or the Library of Congress catalog after multiple searches. It may be an alternate or informal title for Consumertronics' documented ""Cellular & Cordless Guide"" by the same author (ISBN 9780934274555), or a genuine separate title not indexed by these catalogues; this could not be resolved. If the physical copy is in hand, check its title page and copyright page directly and correct this record.",,
"10025","Ball","Duncan","Duncan Ball, Ian Ball","The Spy Code Handbook: How to Make Code and Cipher Machines to Outfox Your Enemies","Angus & Robertson","1990",,,,"Paperback","48",,"9780207160189",,"Stephen Case (Illustrator)",,,"<p>A hands-on activity book that shows children how to build twelve code and cipher devices, the kind spies have used for centuries, using only a pencil, scissors, card and glue.</p><p class=""mt-6"">Each device comes with instructions for making it and for writing and decoding secret messages. Notes cover how to complicate a cipher so it becomes harder to crack, even for another reader of the book. It's a step-by-step project book for kids, not a history or reference text.</p><p class=""mt-6"">Duncan Ball is an Australian children's author best known for the Selby and Emily Eyefinger series. He wrote The Spy Code Handbook with his son Ian Ball; Stephen Case illustrated it. The book appeared under several titles and imprints through the 1990s, including a UK Collins hardcover in the \""Activity Books\"" series and an Australian edition marketed as \""Ashtons Spy Code Handbook.\""</p>",,,"Cryptology","Children's Books, Codes and Ciphers, Puzzles, Espionage","Manual",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/ball_duncan_the-spy-code-handbook-how-to-make-code-and-cipher_9780207160189.jpg",,,"English",,"Multiple editions and titles exist: Collins (UK) hardcover 1991, ISBN 9780001963849, listed under the series ""Activity Books""; Angus & Robertson (UK) paperback, ISBN 9780207177187; and an Australian variant issued as ""Ashtons Spy Code Handbook,"" ISBN 9780000194381. All credit Duncan Ball and Ian Ball as authors and Stephen Case as illustrator. This record uses the original 1990 Angus & Robertson (Sydney) paperback edition, ISBN 9780207160189, per a bookseller (Willis Monie) cataloging it as a 1990 second printing; OpenLibrary's record for the same ISBN instead lists ""HarperCollins Publishers Canada"" and 1992, which looks like a generic/distributor catalog entry rather than the title-page imprint, so it is not used here.",,
"10026","Fowler","Mark","Mark Fowler, Radhi Parekh","Codes & Ciphers","Usborne Publishing","1992",,,,"Paperback","48",,"9780746006757",,,,,"<p>A puzzle-book built entirely around coded messages: readers follow a story of five adventurers and must decipher each code in turn to keep the plot moving, working through substitution, transposition and other basic cipher types along the way.</p><p class=""mt-6"">It was published as the \""Advanced Level\"" volume in Usborne's Superpuzzles series, sitting alongside the series' map, maze and logic-puzzle titles; a solutions section at the back lets readers check their answers. Later printings were distributed in North America through EDC Publishing, Usborne's US partner.</p>",,"https://usborne.com","Cryptology","Children's Books, Codes and Ciphers, Puzzles, Cryptography","Manual",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/fowler_mark_codes-ciphers_9780746006757.jpg",,,"English",,"Part of the Usborne Superpuzzles series, designated ""Advanced Level"" on the cover (a series/level marker, not a subtitle). AbeBooks and OpenLibrary both list the publisher of the 1995 paperback printing (ISBN 9780746006757) as ""EDC Publishing,"" the North American distributor for Usborne; Goodreads attributes the same printing to Usborne Publishing Ltd, and the ISBN itself carries Usborne's own 0746 prefix, so this record follows Usborne as publisher of record. A separate library-binding edition, ISBN 9780881105261, was issued in the US by EDC Publishing under its own prefix.",,
"10027","Mason","Adrienne","Adrienne Mason","Lu & Clancy's Secret Codes","Kids Can Press","1999",,,,"Paperback","40",,"9781550745535",,"Pat Cupples (Illustrator)",,,"<p>An activity-mystery book built around sixteen codes readers must decipher to help two dog detectives, Lu and a basset hound named Clancy, track down Lu's missing sister.</p><p class=""mt-6"">The codes range from familiar backwards writing and number substitution to less common forms: a musical code, a pinprick code, a crossword-style code, and one based on the ancient ogham alphabet, illustrated using broken pieces of spaghetti. Each code comes with a practice message, and the answer key at the back is paired with a set of forensic-science puzzles.</p><p class=""mt-6"">The book is part of Mason's longer-running Lu & Clancy series for Kids Can Press, which continued with titles including The Carnival Caper and Sound Off, pairing mystery-solving with hands-on science and puzzle activities for young readers.</p>",,"https://www.kidscanpress.com","Cryptology","Children's Books, Codes and Ciphers, Puzzles, Cryptography","Manual",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/mason_adrienne_lu-clancys-secret-codes_9781550745535.jpg",,,"English",,"First title in Adrienne Mason's Lu & Clancy activity-mystery series for Kids Can Press; later series entries include The Carnival Caper (2002) and Sound Off (2002).",,
"10028","Rockwell","Nancy T.","Nancy T. Rockwell","The Nancy Drew Secret-Code Activity Book","Grosset & Dunlap","1978",,,,"Paperback",,,"9780448147819",,"Tony Tallarico (Illustrator)",,,"<p>A puzzle-and-activity book licensed to the Nancy Drew franchise, built around secret-code and cipher puzzles for young readers to solve.</p><p class=""mt-6"">Unlike the Nancy Drew mystery novels themselves, which appear under the house pseudonym Carolyn Keene, this activity book is credited on its title page to Nancy T. Rockwell for the text and Tony Tallarico for the illustrations. Tallarico, a longtime comic-book artist, illustrated several other Nancy Drew tie-in activity books for Grosset & Dunlap in the same period, including the numbered Nancy Drew Mystery Activity Book series.</p>",,,"Cryptology","Children's Books, Codes and Ciphers, Puzzles","Manual",,,"Hudson Street Library, NYC","2026-09-02",,"/assets/images/books/rockwell_nancy_t_the-nancy-drew-secret-code-activity-book_9780448147819.jpg",,,"English",,"No Carolyn Keene byline appears on this title; it is credited to Nancy T. Rockwell (text) and Tony Tallarico (illustrations). Some bookseller listings credit Tallarico first or list him alone, but a detailed listing (Biblio) explicitly labels him ""(Illustrator)"" against Rockwell's unlabeled (text/author) credit, which this record follows.",,
"10029","D'Agapeyeff","Alexander","Alexander D'Agapeyeff","Codes and Ciphers","Compass Books / Geoffrey Cumberlege, Oxford University Press","1949",,,,"Hardcover","149","Compass Books edition, ""revised and reset"" (1949 printing)",,,,"false",,"<p>Codes and Ciphers is a general-audience survey of cryptography. Alexander D'Agapeyeff, a Russian-born London cartographer with no formal training in the field, wrote it on commission for Oxford University Press as war approached in 1939. It moves through the history of secret writing from classical substitution ciphers to the code and cipher systems then in commercial and military use.</p><p class=""mt-6"">On the book's final page D'Agapeyeff set a 400-digit challenge cryptogram inviting readers to test their skill against it. No one has solved it. D'Agapeyeff later said he could no longer remember how he had encrypted the passage. By his son's account he was embarrassed by the episode, and cryptographers have continued to attempt the cipher into the twenty-first century. Accounts differ on when the puzzle was dropped from the book. The standard secondhand-trade description states it appeared only in the 1939 first edition; a collector who compared physical copies found it still present in the 1949 Compass Books printing and removed only from 1952 onward. This copy is the 1949 Compass Books edition (Compass Books / Geoffrey Cumberlege, Oxford University Press), revised and reset to 149 pages. Its exact printing has not been confirmed against a physical inspection of the copyright page, so whether this specific copy carries the cipher is not established.</p><p class=""mt-6"">D'Agapeyeff had written an earlier manual on cartography for the same press and took on this book as a commercial assignment rather than as a specialist in the subject. Codes and Ciphers went through several editions between 1939 and the 1970s. It is remembered today chiefly for the challenge cipher that its own author forgot how to solve.</p>",,,"Cryptology","Codes and Ciphers, Cryptography, Puzzles","Monograph",,,"Hudson Street Library, NYC","2026-09-04",,,,,"English",,"Bibliographic uncertainty, disclosed rather than resolved: this copy is identified as the Compass Books / Geoffrey Cumberlege, Oxford University Press printing dated 1949 on an AbeBooks dealer listing for that exact edition (revised and reset, 149pp). Sources conflict on when the famous D'Agapeyeff challenge cipher was dropped from the book: the common secondhand-trade claim is 'first edition only' (1939); a collector who directly compared physical copies (Cipher Mysteries blog) reports the cipher still present in a 1949 copy and absent from 1952 onward. A physical inspection of this exact copy's copyright/impression statement was not possible, so its cipher status is reported here as unconfirmed rather than asserted either way. This 1949 printing predates the ISBN system, so it has no ISBN. A reliable period cover image for the 1949 Compass Books printing could not be sourced within the research budget, so cover_image is left null pending a photograph of the physical copy.",,
